Num,1. A/C Compressor Active (A/C Pressure)
1,Off
2,201.63
3,0.98
4,19.70
5,OK
6,0.96
7,980
8,-1.50
9,14.50
10,1080
11,Off
12,0
13,-0.22
14,-0.28
15,-0.33
16,4.55
17,On
18,Off
19,Off
20,Off
21,Off
22,87.00
23,7.84
24,1.36
25,2.28
26,42.35
27,400.30
28,400
29,On
30,47.06
31,16
32,-1010
33,34.50
34,6.59
35,-1.08
36,44.71
37,3.00
38,C/L
39,0.20
40,1.07
41,1.00
42,94.10
43,0
44,0
45,0
46,0
47,0
48,1
49,0
50,7.50
51,13.18
52,79.68
53,Off
54,0.97
55,0.13
56,99.60
57,2.91
58,1.06
59,19.22
60,1.24
61,17.65
62,3.79
63,17.25
64,0
65,86
66,Off
67,201.63
68,0.98
69,19.70
70,OK
71,0.96
72,980
73,-1.50
74,14.50
75,1080
76,Off
77,0
78,-0.22
79,-0.28
80,-0.33
81,4.55
82,On
83,Off
84,Off
85,Off
86,Off
87,87.00
88,7.84
89,1.36
90,2.28
91,42.35
92,400.30
93,400
94,On
95,47.06
96,16
97,-1010
98,34.50
99,6.59
100,-1.08
101,44.71
102,3.00
103,C/L
104,0.20
105,1.07
106,1.00
107,94.10
108,0
109,0
110,0
111,0
112,0
113,1
114,0
115,7.50
116,13.18
117,79.68
118,Off
119,0.97
120,0.13
121,99.60
122,2.91
123,1.06
124,19.22
125,1.24
126,17.65
127,3.79
128,17.25
129,0
130,86
131,Off
132,201.63
133,0.98
134,19.70
135,OK
136,0.96
137,980
138,-1.50
139,14.50
140,1080
141,Off
142,0
143,-0.22
144,-0.28
145,-0.33
146,4.55
147,On
148,Off
149,Off
150,Off
151,Off
152,87.00
153,7.84
154,1.36
155,2.28
156,42.35
157,400.30
158,400
159,On
160,47.06
161,16
162,-1010
163,34.50
164,6.59
165,-1.08
166,44.71
167,3.00
168,C/L
169,0.20
170,1.07
171,1.00
172,94.10
173,0
174,0
175,0
176,0
177,0
178,1
179,0
180,7.50
181,13.18
182,79.68
183,Off
184,0.97
185,0.13
186,99.60
187,2.91
188,1.06
189,19.22
190,1.24
191,17.65
192,3.79
193,17.25
194,0
195,86
196,Off
197,201.63
198,1.04
199,19.70
200,OK
201,0.96
202,980
203,-1.50
204,14.50
205,1080
206,Off
207,0
208,-0.22
209,-0.28
210,-0.33
211,4.55
212,On
213,Off
214,Off
215,Off
216,Off
217,87.00
218,7.84
219,1.36
220,2.28
221,42.35
222,400.30
223,400
224,On
225,47.06
226,16
227,-1010
228,34.50
229,6.59
230,-1.08
231,44.71
232,3.00
233,C/L
234,0.20
235,1.07
236,1.00
237,94.10
238,0
239,0
240,0
241,0
242,0
243,1
244,0
245,7.50
246,13.18
247,79.68
248,Off
249,0.97
250,0.13
251,99.60
252,2.91
253,1.06
254,19.22
255,1.24
256,17.65
257,3.79
258,17.25
259,0
260,86
261,Off
262,201.63
263,1.04
264,21.09
265,OK
266,0.96
267,980
268,-1.50
269,14.50
270,1080
271,Off
272,0
273,-0.22
274,-0.28
275,-0.33
276,4.55
277,On
278,Off
279,Off
280,Off
281,Off
282,87.00
283,7.84
284,1.36
285,2.28
286,42.35
287,400.30
288,400
289,On
290,47.06
291,16
292,-1010
293,34.50
294,6.59
295,-1.08
296,44.71
297,3.00
298,C/L
299,0.20
300,1.07
301,1.00
302,94.10
303,0
304,0
305,0
306,0
307,0
308,1
309,0
310,7.50
311,13.18
312,79.68
313,Off
314,0.97
315,0.13
316,99.60
317,2.91
318,1.06
319,19.22
320,1.24
321,17.65
322,3.79
323,17.25
324,0
325,86
326,Off
327,201.63
328,1.04
329,21.09
330,OK
331,0.96
332,980
333,-1.50
334,14.50
335,1080
336,Off
337,0
338,-0.22
339,-0.28
340,-0.33
341,4.55
342,On
343,Off
344,Off
345,Off
346,Off
347,87.00
348,7.84
349,1.36
350,2.28
351,42.35
352,400.30
353,400
354,On
355,47.06
356,16
357,-1010
358,34.50
359,6.59
