Num,1. A/C Compressor Active (A/C Pressure)
1,Off
2,201.63
3,0.41
4,8.02
5,OK
6,0.95
7,975
8,-1.50
9,14.71
10,980
11,Off
12,0
13,0.22
14,-0.11
15,8.22
16,0.42
17,On
18,Off
19,Off
20,Off
21,Off
22,77.25
23,7.84
24,0
25,1.44
26,40
27,399.58
28,400
29,On
30,45.63
31,40
32,-940
33,39.00
34,2.16
35,-1.30
36,7.84
37,7.50
38,C/L
39,0
40,1.07
41,1.00
42,30.80
43,0
44,0
45,0
46,0
47,0
48,0
49,3.50
50,0
51,7.33
52,79.68
53,Off
54,0.97
55,0.81
56,0
57,2.76
58,0.95
59,9.41
60,0.93
61,9.41
62,4.07
63,9.41
64,0
65,57
66,Off
67,201.63
68,0.41
69,8.02
70,OK
71,0.95
72,975
73,-1.50
74,14.71
75,980
76,Off
77,0
78,0.22
79,-0.11
80,8.22
81,0.42
82,On
83,Off
84,Off
85,Off
86,Off
87,77.25
88,7.84
89,0
90,1.44
91,40
92,399.58
93,400
94,On
95,45.63
96,40
97,-940
98,39.00
99,2.16
100,-1.30
101,7.84
102,7.50
103,C/L
104,0
105,1.07
106,1.00
107,30.80
108,0
109,0
110,0
111,0
112,0
113,0
114,3.50
115,0
116,7.33
117,79.68
118,Off
119,0.97
120,0.81
121,0
122,2.76
123,0.95
124,9.41
125,0.93
126,9.41
127,4.07
128,9.41
129,0
130,57
131,Off
132,201.63
133,0.41
134,8.02
135,OK
136,0.95
137,975
138,-1.50
139,14.71
140,980
141,Off
142,0
143,0.22
144,-0.11
145,8.22
146,0.42
147,On
148,Off
149,Off
150,Off
151,Off
152,77.25
153,7.84
154,0
155,1.44
156,40
157,399.58
158,400
159,On
160,45.63
161,40
162,-940
163,39.00
164,2.16
165,-1.30
166,7.84
167,7.50
168,C/L
169,0
170,1.07
171,1.00
172,30.80
173,0
174,0
175,0
176,0
177,0
178,0
179,3.50
180,0
181,7.33
182,79.68
183,Off
184,0.97
185,0.81
186,0
187,2.76
188,0.95
189,9.41
190,0.93
191,9.41
192,4.07
193,9.41
194,0
195,57
196,Off
197,201.63
198,0.41
199,8.02
200,OK
201,0.95
202,975
203,-1.50
204,14.71
205,980
206,Off
207,0
208,0.22
209,-0.11
210,8.22
211,0.42
212,On
213,Off
214,Off
215,Off
216,Off
217,77.25
218,7.84
219,0
220,1.44
221,40
222,399.58
223,400
224,On
225,45.63
226,40
227,-940
228,39.00
229,2.16
230,-1.30
231,7.84
232,7.50
233,C/L
234,0
235,1.07
236,1.00
237,30.80
238,0
239,0
240,0
241,0
242,0
243,0
244,3.50
245,0
246,7.33
247,79.68
248,Off
249,0.97
250,0.81
251,0
252,2.76
253,0.95
254,9.41
255,0.93
256,9.41
257,4.07
258,9.41
259,0
260,57
261,Off
262,201.63
263,0.41
264,8.02
265,OK
266,0.95
267,975
268,-1.50
269,14.71
270,980
271,Off
272,0
273,0.22
274,-0.11
275,8.22
276,0.42
277,On
278,Off
279,Off
280,Off
281,Off
282,77.25
283,7.84
284,0
285,1.44
286,40
287,399.58
288,400
289,On
290,45.63
291,40
292,-940
293,39.00
294,2.16
295,-1.30
296,7.84
297,7.50
298,C/L
299,0
300,1.07
301,1.00
302,30.80
303,0
304,0
305,0
306,0
307,0
308,0
309,3.50
310,0
311,7.33
312,79.68
313,Off
314,0.97
315,0.81
316,0
317,2.76
318,0.95
319,9.41
320,0.93
321,9.41
322,4.07
323,9.41
324,0
325,57
326,Off
327,201.63
328,0.41
329,8.02
330,OK
331,0.95
332,975
333,-1.50
334,14.71
335,980
336,Off
337,0
338,0.22
339,-0.11
340,8.22
341,0.42
342,On
343,Off
344,Off
345,Off
346,Off
347,77.25
348,7.84
349,0
350,1.44
351,40
352,399.58
353,400
354,On
355,45.63
356,40
357,-940
358,39.00
359,2.16
360,-1.30
361,7.84
362,7.50
363,C/L
364,0
365,1.07
366,1.00
367,30.80
368,0
369,0
370,0
371,0
372,0
373,0
