Num,1. A/C Compressor Active (A/C Pressure)
1,Off
2,403.94
3,0.78
4,15.66
5,OK
6,0.95
7,975
8,13.50
9,14.50
10,1010
11,Off
12,0
13,-0.29
14,0.08
15,0.89
16,0.11
17,On
18,Off
19,Off
20,Off
21,Off
22,87.75
23,7.84
24,0
25,1.48
26,7.84
27,397.84
28,400
29,On
30,45.43
31,49
32,-1280
33,34.50
34,5.43
35,-1.47
36,31.37
37,18.00
38,C/L
39,1.50
40,1.02
41,1.00
42,75.30
43,0
44,1
45,1
46,0
47,0
48,0
49,0
50,0
51,12.94
52,79.68
53,Off
54,0.97
55,0.41
56,0
57,3.33
58,1.01
59,12.94
60,1.09
61,13.33
62,3.90
63,14.12
64,0
65,98
66,Off
67,403.94
68,0.78
69,15.66
70,OK
71,0.95
72,975
73,13.50
74,14.50
75,1010
76,Off
77,0
78,-0.29
79,0.08
80,0.89
81,0.11
82,On
83,Off
84,Off
85,Off
86,Off
87,87.75
88,7.84
89,0
90,1.48
91,7.84
92,397.84
93,400
94,On
95,45.43
96,49
97,-1280
98,34.50
99,5.43
100,-1.47
101,31.37
102,18.00
103,C/L
104,1.50
105,1.02
106,1.00
107,75.30
108,0
109,1
110,1
111,0
112,0
113,0
114,0
115,0
116,12.94
117,79.68
118,Off
119,0.97
120,0.41
121,0
122,3.33
123,1.01
124,12.94
125,1.09
126,13.33
127,3.90
128,14.12
129,0
130,98
131,Off
132,417.42
133,0.78
134,15.66
135,OK
136,0.95
137,975
138,13.50
139,14.50
140,1010
141,Off
142,0
143,-0.29
144,0.08
145,0.89
146,0.11
147,On
148,Off
149,Off
150,Off
151,Off
152,87.75
153,7.84
154,0
155,1.48
156,7.84
157,397.84
158,400
159,On
160,45.43
161,49
162,-1280
163,34.50
164,5.43
165,-1.47
166,31.37
167,18.00
168,C/L
169,1.50
170,1.02
171,1.00
172,75.30
173,0
174,1
175,1
176,0
177,0
178,0
179,0
180,0
181,12.94
182,79.68
183,Off
184,0.97
