Num,1. A/C Compressor Active (A/C Pressure)
1,Off
2,188.15
3,0.80
4,15.97
5,OK
6,0.97
7,975
8,-0.75
9,14.57
10,1030
11,Off
12,0
13,-0.32
14,-0.36
15,-0.61
16,9.85
17,On
18,Off
19,Off
20,Off
21,Off
22,87.75
23,7.84
24,2.10
25,2.19
26,7.84
27,401.10
28,400
29,On
30,48.31
31,18
32,-1280
33,40.50
34,4.80
35,-1.00
36,43.53
37,4.50
38,C/L
39,0.20
40,1.08
41,1.00
42,105.40
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,13.98
52,79.68
53,Off
54,0.99
55,0.59
56,99.60
57,3.37
58,0.99
59,13.33
60,1.10
61,13.73
62,3.90
63,13.73
64,0
65,127
66,Off
67,188.15
68,0.80
69,15.97
70,OK
71,0.97
72,975
73,-0.75
74,14.57
75,1030
76,Off
77,0
78,-0.32
79,-0.36
80,-0.61
81,9.85
82,On
83,Off
84,Off
85,Off
86,Off
87,87.75
88,7.84
89,2.10
90,2.19
91,7.84
92,401.10
93,400
94,On
95,48.31
96,18
97,-1280
98,40.50
99,4.80
100,-1.00
101,43.53
102,4.50
103,C/L
104,0.20
105,1.08
106,1.00
107,105.40
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,13.98
117,79.68
118,Off
119,0.99
120,0.59
121,99.60
122,3.37
123,0.99
124,13.33
125,1.10
126,13.73
127,3.90
128,13.73
129,0
130,127
131,Off
132,188.15
133,0.80
134,15.97
135,OK
136,0.97
137,975
138,-0.75
139,14.57
140,1030
141,Off
142,0
143,-0.32
144,-0.36
145,-0.61
146,9.85
147,On
148,Off
149,Off
150,Off
151,Off
152,87.75
153,7.84
154,2.10
155,2.19
156,7.84
157,401.10
158,400
159,On
160,48.31
161,18
162,-1280
163,40.50
164,4.80
165,-1.00
166,43.53
167,4.50
168,C/L
169,0.20
170,1.08
171,1.00
172,105.40
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,13.98
182,79.68
183,Off
184,0.99
185,0.59
186,99.60
187,3.37
188,0.99
189,13.33
190,1.10
191,13.73
192,3.90
193,13.73
194,0
195,127
196,Off
197,188.15
198,0.79
199,15.97
200,OK
201,0.97
202,975
203,-0.75
204,14.57
205,1030
206,Off
207,0
208,-0.32
209,-0.36
210,-0.61
211,9.85
212,On
213,Off
214,Off
215,Off
216,Off
217,87.75
218,7.84
219,2.10
220,2.19
221,7.84
222,401.10
223,400
224,On
