Num,1. A/C Compressor Active (A/C Pressure)
1,Off
2,188.15
3,0.86
4,17.33
5,OK
6,0.95
7,975
8,-2.25
9,14.50
10,1020
11,Off
12,0
13,0.24
14,-0.13
15,0.78
16,-0.11
17,On
18,Off
19,Off
20,Off
21,Off
22,87.75
23,7.84
24,0.28
25,2.28
26,42.35
27,398.35
28,400
29,On
30,46.22
31,22
32,-1090
33,40.50
34,2.96
35,-1.08
36,7.84
37,1.50
38,C/L
39,0.60
40,1.08
41,1.00
42,47.80
43,0
44,0
45,0
46,0
47,0
48,1
49,1.50
50,0
51,8.36
52,79.68
53,Off
54,0.99
55,0.55
56,0
57,2.91
58,0.96
59,8.24
60,0.89
61,8.24
62,4.11
63,8.24
64,0
65,88
66,Off
67,188.15
68,0.86
69,17.33
70,OK
71,0.95
72,975
73,-2.25
74,14.50
75,1020
76,Off
77,0
78,0.24
79,-0.13
80,0.78
81,-0.11
82,On
83,Off
84,Off
85,Off
86,Off
87,87.75
88,7.84
89,0.28
90,2.28
91,42.35
92,398.35
93,400
94,On
95,46.22
96,22
97,-1090
98,40.50
99,2.96
100,-1.08
101,7.84
102,1.50
103,C/L
104,0.60
105,1.08
106,1.00
107,47.80
108,0
109,0
110,0
111,0
112,0
113,1
114,1.50
115,0
116,8.36
117,79.68
118,Off
119,0.99
120,0.55
121,0
122,2.91
123,0.96
124,8.24
125,0.89
126,8.24
127,4.11
128,8.24
129,0
130,88
131,Off
132,201.63
133,0.86
134,17.33
135,OK
136,0.95
137,975
138,-2.25
139,14.50
140,1020
141,Off
142,0
143,0.24
144,-0.13
145,0.78
146,-0.11
147,On
148,Off
149,Off
150,Off
151,Off
152,87.75
153,7.84
154,0.28
155,2.28
156,42.35
157,398.35
158,400
159,On
160,46.22
161,22
162,-1090
163,40.50
164,2.96
165,-1.08
166,7.84
167,1.50
168,C/L
169,0.60
170,1.08
171,1.00
172,47.80
173,0
174,0
175,0
176,0
177,0
178,1
179,1.50
180,0
181,8.36
182,79.68
183,Off
184,0.99
185,0.55
186,0
187,2.91
188,0.96
189,8.24
190,0.89
191,8.24
192,4.11
193,8.24
194,0
195,88
196,Off
197,201.63
198,0.79
199,17.33
200,OK
201,0.95
202,975
203,-2.25
204,14.50
205,1020
206,Off
207,0
208,0.24
209,-0.13
210,0.78
211,-0.11
212,On
213,Off
214,Off
215,Off
216,Off
217,87.75
218,7.84
219,0.28
220,2.28
221,42.35
222,398.35
223,400
224,On
225,46.22
