Num,1. A/C Compressor Active (A/C Pressure)
2270,0.64
2271,1.18
2272,4.37
2273,1.96
2274,0
2275,20
2276,Off
2277,444.40
2278,0.41
2279,8.02
2280,OK
2281,0.94
2282,975
2283,15.75
2284,14.43
2285,970
2286,Off
2287,0
2288,-0.58
2289,0.08
2290,8.78
2291,0.02
2292,On
2293,Off
2294,Off
2295,Off
2296,Off
2297,90.00
2298,7.84
2299,1.09
2300,2.28
2301,48.63
2302,395.66
2303,400
2304,On
2305,47.29
2306,29
2307,-50
2308,-4.50
2309,2.74
2310,-1.05
2311,7.84
2312,17.25
2313,C/L
2314,0.10
2315,1.04
2316,1.00
2317,9.30
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,9
2325,0
2326,1.53
2327,79.68
2328,Off
2329,1.01
2330,0.12
2331,2.73
2332,3.61
2333,0.99
2334,1.57
2335,0.64
2336,1.18
2337,4.37
2338,1.96
2339,0
2340,20
2341,Off
2342,444.40
2343,0.41
2344,8.02
2345,OK
2346,0.94
2347,975
