Row,Coolant Temp [degree C],Engine Speed [rpm],Engine Speed of Cyl Count1 [rpm],Engine Speed of Cyl Count2 [rpm],Engine Speed of Cyl Count3 [rpm],Engine Speed of Cyl Count4 [rpm],Engine Speed of Cyl Count5 [rpm],Engine Speed of Cyl Count6 [rpm],Fuel System Monitor,Short FT (Bank1 Sensor1) [%],Short FT (Bank2 Sensor1) [%]
32,71,1155.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
33,71,1145.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
34,71,1155.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
35,71,1160.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
36,71,1157.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
37,71,1161.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
38,71,1150,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
39,71,1147.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
40,71,1147.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,-0.781
41,71,1147.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
42,71,1152.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
43,71,1152.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
44,71,1153,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
45,71,1153,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
46,71,1160.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
47,71,1161.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0.781
48,71,1159.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0.781
49,71,1164.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0.781
50,71,1171,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0.781
51,71,1161.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
52,71,1157.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
53,71,1160,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0.781
54,71,1161.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0.781
