Row,Coolant Temp [degree C],Engine Speed [rpm],Engine Speed of Cyl Count1 [rpm],Engine Speed of Cyl Count2 [rpm],Engine Speed of Cyl Count3 [rpm],Engine Speed of Cyl Count4 [rpm],Engine Speed of Cyl Count5 [rpm],Engine Speed of Cyl Count6 [rpm],Fuel System Monitor,Short FT (Bank1 Sensor1) [%],Short FT (Bank2 Sensor1) [%]
257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
265,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
267,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
268,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
269,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
270,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
271,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
272,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
273,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
274,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
275,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
276,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
277,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
278,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
279,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
280,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
281,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
282,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
283,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
284,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
285,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
286,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
287,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
288,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
289,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
290,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
291,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
292,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
293,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
294,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
295,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
296,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
297,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
298,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
299,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
300,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
301,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
302,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
303,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
304,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
305,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
306,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
307,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
308,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
309,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
310,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
311,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
312,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
313,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
314,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
315,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
316,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
317,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
318,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
319,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
320,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
321,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
322,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
323,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
324,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
325,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
326,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
327,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
328,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
329,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
330,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
331,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
332,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
333,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
334,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
335,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
336,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
337,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
338,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
339,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
340,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
341,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
342,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
343,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
344,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
345,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
346,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
347,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
348,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
349,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
350,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
351,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
352,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
353,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
354,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
355,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
356,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
357,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
358,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
359,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
360,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
361,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
362,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
363,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
364,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
365,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
366,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
367,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
368,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
369,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
370,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
371,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
372,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
373,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
374,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
375,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
376,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
377,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
378,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
379,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
380,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
381,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
382,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
383,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
384,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
385,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
386,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
387,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
388,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
389,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
390,71,0,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,0,0
